Indicator Name,Geography,Region,Year,Category,Subcategory,Numerator,Denominator,Rate,Lower 95% Confidence Limit,Upper 95% Confidence Limit,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Age,25-29 years,40,328361,12.2,8.7,16.6,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Age,30-34 years,73,406857,17.9,14.1,22.6,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Age,35-39 years,56,256874,21.8,16.5,28.3,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Age,40+ years,29,67300,43.1,28.9,61.9,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Education,Less than high school,51,134794,37.8,28.2,49.7,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Education,High school graduate,81,304545,26.6,21.1,33.1,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Education,Some college,53,328409,16.1,12.1,21.1,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Education,College graduate,40,432297,9.3,6.6,12.6,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Nativity,Born in U.S.,166,858162,19.3,16.4,22.3,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Nativity,Born outside U.S.,60,426480,14.1,10.7,18.1,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Prepregnancy Body Mass Index,Underweight/Normal weight (<25),48,561733,8.5,6.3,11.3,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Prepregnancy Body Mass Index,Overweight (25.0-29.9),54,352224,15.3,11.5,20,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Prepregnancy Body Mass Index,Obese I/II (30-39.9),74,289257,25.6,20.1,32.1,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Prepregnancy Body Mass Index,Obese III (40+),44,55960,78.6,57.1,105.6,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Community Conditions,Most healthy,16,216791,7.4,4.2,12,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Community Conditions,More healthy,47,249409,18.8,13.8,25.1,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Community Conditions,Less healthy,62,285523,21.7,16.6,27.8,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Community Conditions,Least healthy,87,318105,27.3,21.9,33.7,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Cause of Death,Cardiovascular disease,42,1287679,3.3,2.4,4.4,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Cause of Death,Sepsis/Infection,71,1287679,5.5,4.3,7,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Cause of Death,Hemorrhage,37,1287679,2.9,2,4,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Cause of Death,Hypertensive disorders,11,1287679,0.9,0.4,1.5,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Cause of Death,Pulmonary embolism,21,1287679,1.6,1,2.5,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Cause of Death,Amniotic fluid embolism,16,1287679,1.2,0.7,2,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Cause of Death,Cerebrovascular accident, ,1287679, , ,,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Cause of Death,Anesthesia complications, ,1287679, , ,,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Cause of Death,Other,19,1287679,1.5,0.9,2.3,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Cause of Death,Undetermined, ,1287679, , ,,
Percent Pregnancy-Related Mortality,California,,2009-2011,Cause of Death,Cardiovascular disease (CVD),58,227,25.6,20.3,31.6,
Percent Pregnancy-Related Mortality,California,,2009-2011,Cause of Death,CVD-Cardiomyopathy,37,227,16.3,12.1,21.7,
Percent Pregnancy-Related Mortality,California,,2009-2011,Cause of Death,CVD-Other CVD,21,227,9.3,6.1,13.7,
Percent Pregnancy-Related Mortality,California,,2009-2011,Cause of Death,Sepsis/Infection,50,227,22,17.1,27.9,
Percent Pregnancy-Related Mortality,California,,2009-2011,Cause of Death,Covid-19,,227,,,,
Percent Pregnancy-Related Mortality,California,,2009-2011,Cause of Death,Other infection,50,227,22,17.1,27.9,
Percent Pregnancy-Related Mortality,California,,2009-2011,Cause of Death,Hemorrhage,29,227,12.8,9,17.7,
Percent Pregnancy-Related Mortality,California,,2009-2011,Cause of Death,Hypertensive disorders,27,227,11.9,8.3,16.8,
Percent Pregnancy-Related Mortality,California,,2009-2011,Cause of Death,Pulmonary embolism,22,227,9.7,6.5,14.2,
Percent Pregnancy-Related Mortality,California,,2009-2011,Cause of Death,Amniotic fluid embolism,11,227,4.8,2.7,8.5,
Percent Pregnancy-Related Mortality,California,,2009-2011,Cause of Death,Cerebrovascular accident,,227,,,,
Percent Pregnancy-Related Mortality,California,,2009-2011,Cause of Death,Anesthesia complications,,227,,,,
Percent Pregnancy-Related Mortality,California,,2009-2011,Cause of Death,Other,20,227,8.8,5.8,13.2,
Percent Pregnancy-Related Mortality,California,,2009-2011,Cause of Death,Undetermined,,227,,,,
Percent Pregnancy-Related Mortality,California,,2009-2011,Timing to Death,Pregnant - <20 weeks,31,227,13.7,9.8,18.7,
Percent Pregnancy-Related Mortality,California,,2009-2011,Timing to Death,Pregnant - 20+ weeks,16,227,7,4.4,11.1,
Percent Pregnancy-Related Mortality,California,,2009-2011,Timing to Death,Day of delivery,36,227,15.9,11.7,21.2,
Percent Pregnancy-Related Mortality,California,,2009-2011,Timing to Death,1-6 days,50,227,22,17.1,27.9,
Percent Pregnancy-Related Mortality,California,,2009-2011,Timing to Death,7-42 days,64,227,28.2,22.7,34.4,
Percent Pregnancy-Related Mortality,California,,2009-2011,Timing to Death,43-365 days,30,227,13.2,9.4,18.2,
Percent Pregnancy-Related Mortality,California,,2010-2012,Cause of Death,Cardiovascular disease (CVD),51,185,27.6,21.6,34.4,
Percent Pregnancy-Related Mortality,California,,2010-2012,Cause of Death,CVD-Cardiomyopathy,30,185,16.2,11.6,22.2,
Percent Pregnancy-Related Mortality,California,,2010-2012,Cause of Death,CVD-Other CVD,21,185,11.4,7.5,16.7,
Percent Pregnancy-Related Mortality,California,,2010-2012,Cause of Death,Sepsis/Infection,18,185,9.7,6.2,14.9,
Percent Pregnancy-Related Mortality,California,,2010-2012,Cause of Death,Covid-19,,185,,,,
Percent Pregnancy-Related Mortality,California,,2010-2012,Cause of Death,Other infection,18,185,9.7,6.2,14.9,
Percent Pregnancy-Related Mortality,California,,2010-2012,Cause of Death,Hemorrhage,28,185,15.1,10.7,21,
Percent Pregnancy-Related Mortality,California,,2010-2012,Cause of Death,Hypertensive disorders,23,185,12.4,8.4,18,
Percent Pregnancy-Related Mortality,California,,2010-2012,Cause of Death,Pulmonary embolism,22,185,11.9,8,17.3,
Percent Pregnancy-Related Mortality,California,,2010-2012,Cause of Death,Amniotic fluid embolism,12,185,6.5,3.7,11,
Percent Pregnancy-Related Mortality,California,,2010-2012,Cause of Death,Cerebrovascular accident,,185,,,,
Percent Pregnancy-Related Mortality,California,,2010-2012,Cause of Death,Anesthesia complications,,185,,,,
Percent Pregnancy-Related Mortality,California,,2010-2012,Cause of Death,Other,21,185,11.4,7.5,16.7,
Percent Pregnancy-Related Mortality,California,,2010-2012,Cause of Death,Undetermined,,185,,,,
Percent Pregnancy-Related Mortality,California,,2010-2012,Timing to Death,Pregnant - <20 weeks,30,185,16.2,11.6,22.2,
Percent Pregnancy-Related Mortality,California,,2010-2012,Timing to Death,Pregnant - 20+ weeks,17,185,9.2,5.8,14.2,
Percent Pregnancy-Related Mortality,California,,2010-2012,Timing to Death,Day of delivery,37,185,20,14.9,26.3,
Percent Pregnancy-Related Mortality,California,,2010-2012,Timing to Death,1-6 days,39,185,21.1,15.8,27.5,
Percent Pregnancy-Related Mortality,California,,2010-2012,Timing to Death,7-42 days,43,185,23.2,17.7,29.8,
Percent Pregnancy-Related Mortality,California,,2010-2012,Timing to Death,43-365 days,19,185,10.3,6.7,15.5,
Percent Pregnancy-Related Mortality,California,,2011-2013,Cause of Death,Cardiovascular disease (CVD),42,166,25.3,19.3,32.4,
Percent Pregnancy-Related Mortality,California,,2011-2013,Cause of Death,CVD-Cardiomyopathy,24,166,14.5,9.9,20.6,
Percent Pregnancy-Related Mortality,California,,2011-2013,Cause of Death,CVD-Other CVD,18,166,10.8,7,16.5,
Percent Pregnancy-Related Mortality,California,,2011-2013,Cause of Death,Sepsis/Infection,19,166,11.4,7.5,17.2,
Percent Pregnancy-Related Mortality,California,,2011-2013,Cause of Death,Covid-19,,166,,,,
Percent Pregnancy-Related Mortality,California,,2011-2013,Cause of Death,Other infection,19,166,11.4,7.5,17.2,
Percent Pregnancy-Related Mortality,California,,2011-2013,Cause of Death,Hemorrhage,25,166,15.1,10.4,21.3,
Percent Pregnancy-Related Mortality,California,,2011-2013,Cause of Death,Hypertensive disorders,24,166,14.5,9.9,20.6,
Percent Pregnancy-Related Mortality,California,,2011-2013,Cause of Death,Pulmonary embolism,16,166,9.6,6,15.1,
Percent Pregnancy-Related Mortality,California,,2011-2013,Cause of Death,Amniotic fluid embolism,14,166,8.4,5.1,13.7,
Percent Pregnancy-Related Mortality,California,,2011-2013,Cause of Death,Cerebrovascular accident,,166,,,,
Percent Pregnancy-Related Mortality,California,,2011-2013,Cause of Death,Anesthesia complications,,166,,,,
Percent Pregnancy-Related Mortality,California,,2011-2013,Cause of Death,Other,20,166,12,7.9,17.9,
Percent Pregnancy-Related Mortality,California,,2011-2013,Cause of Death,Undetermined,,166,,,,
Percent Pregnancy-Related Mortality,California,,2011-2013,Timing to Death,Pregnant - <20 weeks,20,166,12,7.9,17.9,
Percent Pregnancy-Related Mortality,California,,2011-2013,Timing to Death,Pregnant - 20+ weeks,19,166,11.4,7.5,17.2,
Percent Pregnancy-Related Mortality,California,,2011-2013,Timing to Death,Day of delivery,39,166,23.5,17.7,30.5,
Percent Pregnancy-Related Mortality,California,,2011-2013,Timing to Death,1-6 days,34,166,20.5,15,27.3,
Percent Pregnancy-Related Mortality,California,,2011-2013,Timing to Death,7-42 days,36,166,21.7,16.1,28.6,
Percent Pregnancy-Related Mortality,California,,2011-2013,Timing to Death,43-365 days,18,166,10.8,7,16.5,
Percent Pregnancy-Related Mortality,California,,2012-2014,Cause of Death,Cardiovascular disease (CVD),43,159,27,20.7,34.4,
Percent Pregnancy-Related Mortality,California,,2012-2014,Cause of Death,CVD-Cardiomyopathy,24,159,15.1,10.4,21.5,
Percent Pregnancy-Related Mortality,California,,2012-2014,Cause of Death,CVD-Other CVD,19,159,11.9,7.8,17.9,
Percent Pregnancy-Related Mortality,California,,2012-2014,Cause of Death,Sepsis/Infection,21,159,13.2,8.8,19.3,
Percent Pregnancy-Related Mortality,California,,2012-2014,Cause of Death,Covid-19,,159,,,,
Percent Pregnancy-Related Mortality,California,,2012-2014,Cause of Death,Other infection,21,159,13.2,8.8,19.3,
Percent Pregnancy-Related Mortality,California,,2012-2014,Cause of Death,Hemorrhage,26,159,16.4,11.4,22.9,
Percent Pregnancy-Related Mortality,California,,2012-2014,Cause of Death,Hypertensive disorders,23,159,14.5,9.8,20.8,
Percent Pregnancy-Related Mortality,California,,2012-2014,Cause of Death,Pulmonary embolism,,159,,,,
Percent Pregnancy-Related Mortality,California,,2012-2014,Cause of Death,Amniotic fluid embolism,14,159,8.8,5.3,14.2,
Percent Pregnancy-Related Mortality,California,,2012-2014,Cause of Death,Cerebrovascular accident,,159,,,,
Percent Pregnancy-Related Mortality,California,,2012-2014,Cause of Death,Anesthesia complications,,159,,,,
Percent Pregnancy-Related Mortality,California,,2012-2014,Cause of Death,Other,19,159,11.9,7.8,17.9,
Percent Pregnancy-Related Mortality,California,,2012-2014,Cause of Death,Undetermined,,159,,,,
Percent Pregnancy-Related Mortality,California,,2012-2014,Timing to Death,Pregnant - <20 weeks,16,159,10.1,6.3,15.7,
Percent Pregnancy-Related Mortality,California,,2012-2014,Timing to Death,Pregnant - 20+ weeks,16,159,10.1,6.3,15.7,
Percent Pregnancy-Related Mortality,California,,2012-2014,Timing to Death,Day of delivery,39,159,24.5,18.5,31.8,
Percent Pregnancy-Related Mortality,California,,2012-2014,Timing to Death,1-6 days,40,159,25.2,19.1,32.4,
Percent Pregnancy-Related Mortality,California,,2012-2014,Timing to Death,7-42 days,29,159,18.2,13,25,
Percent Pregnancy-Related Mortality,California,,2012-2014,Timing to Death,43-365 days,19,159,11.9,7.8,17.9,
Percent Pregnancy-Related Mortality,California,,2013-2015,Cause of Death,Cardiovascular disease (CVD),54,177,30.5,24.2,37.6,
Percent Pregnancy-Related Mortality,California,,2013-2015,Cause of Death,CVD-Cardiomyopathy,33,177,18.6,13.6,25,
Percent Pregnancy-Related Mortality,California,,2013-2015,Cause of Death,CVD-Other CVD,21,177,11.9,7.9,17.5,
Percent Pregnancy-Related Mortality,California,,2013-2015,Cause of Death,Sepsis/Infection,27,177,15.3,10.7,21.3,
Percent Pregnancy-Related Mortality,California,,2013-2015,Cause of Death,Covid-19,,177,,,,
Percent Pregnancy-Related Mortality,California,,2013-2015,Cause of Death,Other infection,27,177,15.3,10.7,21.3,
Percent Pregnancy-Related Mortality,California,,2013-2015,Cause of Death,Hemorrhage,24,177,13.6,9.3,19.4,
Percent Pregnancy-Related Mortality,California,,2013-2015,Cause of Death,Hypertensive disorders,24,177,13.6,9.3,19.4,
Percent Pregnancy-Related Mortality,California,,2013-2015,Cause of Death,Pulmonary embolism,,177,,,,
Percent Pregnancy-Related Mortality,California,,2013-2015,Cause of Death,Amniotic fluid embolism,12,177,6.8,3.9,11.5,
Percent Pregnancy-Related Mortality,California,,2013-2015,Cause of Death,Cerebrovascular accident,,177,,,,
Percent Pregnancy-Related Mortality,California,,2013-2015,Cause of Death,Anesthesia complications,,177,,,,
Percent Pregnancy-Related Mortality,California,,2013-2015,Cause of Death,Other,18,177,10.2,6.5,15.5,
Percent Pregnancy-Related Mortality,California,,2013-2015,Cause of Death,Undetermined,,177,,,,
Percent Pregnancy-Related Mortality,California,,2013-2015,Timing to Death,Pregnant - <20 weeks,15,177,8.5,5.2,13.5,
Percent Pregnancy-Related Mortality,California,,2013-2015,Timing to Death,Pregnant - 20+ weeks,10,177,5.6,3.1,10.1,
Percent Pregnancy-Related Mortality,California,,2013-2015,Timing to Death,Day of delivery,38,177,21.5,16.1,28.1,
Percent Pregnancy-Related Mortality,California,,2013-2015,Timing to Death,1-6 days,49,177,27.7,21.6,34.7,
Percent Pregnancy-Related Mortality,California,,2013-2015,Timing to Death,7-42 days,33,177,18.6,13.6,25,
Percent Pregnancy-Related Mortality,California,,2013-2015,Timing to Death,43-365 days,32,177,18.1,13.1,24.4,
Percent Pregnancy-Related Mortality,California,,2014-2016,Cause of Death,Cardiovascular disease (CVD),60,193,31.1,25,37.9,
Percent Pregnancy-Related Mortality,California,,2014-2016,Cause of Death,CVD-Cardiomyopathy,34,193,17.6,12.9,23.6,
Percent Pregnancy-Related Mortality,California,,2014-2016,Cause of Death,CVD-Other CVD,26,193,13.5,9.4,19,
Percent Pregnancy-Related Mortality,California,,2014-2016,Cause of Death,Sepsis/Infection,29,193,15,10.7,20.7,
Percent Pregnancy-Related Mortality,California,,2014-2016,Cause of Death,Covid-19,,193,,,,
Percent Pregnancy-Related Mortality,California,,2014-2016,Cause of Death,Other infection,29,193,15,10.7,20.7,
Percent Pregnancy-Related Mortality,California,,2014-2016,Cause of Death,Hemorrhage,30,193,15.5,11.1,21.3,
Percent Pregnancy-Related Mortality,California,,2014-2016,Cause of Death,Hypertensive disorders,25,193,13,8.9,18.4,
Percent Pregnancy-Related Mortality,California,,2014-2016,Cause of Death,Pulmonary embolism,12,193,6.2,3.6,10.6,
Percent Pregnancy-Related Mortality,California,,2014-2016,Cause of Death,Amniotic fluid embolism,10,193,5.2,2.8,9.3,
Percent Pregnancy-Related Mortality,California,,2014-2016,Cause of Death,Cerebrovascular accident,,193,,,,
Percent Pregnancy-Related Mortality,California,,2014-2016,Cause of Death,Anesthesia complications,,193,,,,
Percent Pregnancy-Related Mortality,California,,2014-2016,Cause of Death,Other,17,193,8.8,5.6,13.7,
Percent Pregnancy-Related Mortality,California,,2014-2016,Cause of Death,Undetermined,,193,,,,
Percent Pregnancy-Related Mortality,California,,2014-2016,Timing to Death,Pregnant - <20 weeks,16,193,8.3,5.2,13,
Percent Pregnancy-Related Mortality,California,,2014-2016,Timing to Death,Pregnant - 20+ weeks,10,193,5.2,2.8,9.3,
Percent Pregnancy-Related Mortality,California,,2014-2016,Timing to Death,Day of delivery,36,193,18.7,13.8,24.7,
Percent Pregnancy-Related Mortality,California,,2014-2016,Timing to Death,1-6 days,55,193,28.5,22.6,35.2,
Percent Pregnancy-Related Mortality,California,,2014-2016,Timing to Death,7-42 days,42,193,21.8,16.5,28.1,
Percent Pregnancy-Related Mortality,California,,2014-2016,Timing to Death,43-365 days,34,193,17.6,12.9,23.6,
Percent Pregnancy-Related Mortality,California,,2015-2017,Cause of Death,Cardiovascular disease (CVD),65,197,33,26.8,39.8,
Percent Pregnancy-Related Mortality,California,,2015-2017,Cause of Death,CVD-Cardiomyopathy,36,197,18.3,13.5,24.3,
Percent Pregnancy-Related Mortality,California,,2015-2017,Cause of Death,CVD-Other CVD,29,197,14.7,10.4,20.3,
Percent Pregnancy-Related Mortality,California,,2015-2017,Cause of Death,Sepsis/Infection,30,197,15.2,10.9,20.9,
